sample_size,pred_ind,best_pred_result,y_true,r2,mse,pearson,p_value,ndcg,acq_value
20,[14],[2.4],[0.],0.32690247006383255,57.15967996508344,0.6256023846635808,2.530881248926439e-09,0.8102766798418973,[-6.46851]
21,[7],[2.19034],[0.],0.32197372114724787,57.70549407929906,0.6217075999069915,4.356238941564546e-09,0.8102766798418973,[-6.53551]
22,[29],[5.14455],[0.],0.03844781418528742,81.99490421700729,0.4484399909195735,7.79872531259839e-05,0.8102766798418973,[-6.12816]
23,[15],[-0.72826],[0.],-0.06285676064355994,90.78341764025178,0.3612249392073037,0.0019685880382976292,0.44729907773386035,[-6.48363]
24,[82],[0.454],[0.],0.1313508458305095,74.29460848571044,0.5060251630109713,7.864712012944241e-06,0.8102766798418973,[-7.59143]
25,[3],[4.5272],[0.],0.4895698038940852,43.700003830310834,0.7298678549038067,1.1217991886964635e-12,0.8102766798418973,[-10.09806]
26,[6],[4.35308],[0.],0.12417220560230668,75.02978506112967,0.4921845959954287,2.0169997906012417e-05,0.8102766798418973,[-7.05527]
27,[39],[3.47008],[0.],0.4450014344515173,47.55535872912916,0.7275404548768443,3.091002171964917e-12,0.8102766798418973,[-9.92791]
28,[27],[1.3234],[0.],0.47019472463727496,45.3860908351147,0.7207730037134983,8.856341693651502e-12,0.8102766798418973,[-9.59683]
29,[5],[3.89896],[0.],-0.0992379398170633,94.09901588426408,0.4212962776331342,0.0004742746051632739,0.8102766798418973,[-6.84227]
30,[79],[1.26906],[0.],-0.3213595072032964,112.97148600417748,0.2856959433574814,0.02211164681214998,0.44729907773386035,[-6.95678]
31,[84],[0.18507],[0.],-0.32253325828139845,112.86357262799952,0.287858336758444,0.022154549359442895,0.8102766798418973,[-6.53155]
32,[85],[2.66367],[0.],-0.4199152209693868,120.87274077605659,0.24407782504744793,0.05590407652940051,0.44729907773386035,[-6.42411]
33,[61],[3.06988],[15.29],-0.4554129787291743,123.4985362883673,0.2379597828704501,0.06479048282819293,0.44729907773386035,[-6.30059]
34,[10],[1.23221],[0.],-0.40738014515260335,120.78752412079785,0.2505052512997875,0.0535461121849898,0.44729907773386035,[-5.90743]
35,[77],[3.32658],[0.],-0.4240205812118776,121.7917974473928,0.29729884985047134,0.02221290113248521,0.44729907773386035,[-6.08201]
36,[76],[0.15127],[0.],0.1134740943753807,75.49416602230393,0.6575684632227311,2.050637841457642e-08,0.8102766798418973,[-6.52697]
37,[19],[1.44156],[0.],0.09652567753827035,76.5325157215472,0.6359315113438345,1.0637841200813006e-07,0.8102766798418973,[-6.79733]
38,[8],[3.38079],[0.],0.07266909643296815,78.0574459694683,0.6305945953308273,1.9004017424852603e-07,0.8102766798418973,[-6.74513]
39,[13],[-0.18007],[0.],0.048644891802326784,79.48025822854675,0.6312187619401438,2.3839597116611742e-07,0.8102766798418973,[-4.62345]
40,[78],[-1.49433],[0.],0.03727597851843811,79.72256586638521,0.6225920511228353,4.991834525690548e-07,0.8102766798418973,[-3.35433]
41,[31],[0.70837],[4.97],0.44520988988591426,45.47004381986729,0.7519262928410013,8.614297294178748e-11,0.8102766798418973,[-6.11444]
42,[93],[1.39681],[0.],0.303169026810831,57.6426149266171,0.7132835781449728,2.9602872421151137e-09,0.8102766798418973,[-7.79836]
43,[0],[0.74319],[0.],0.03190106715290453,79.07564714165484,0.5531562977754665,2.5572456329995182e-05,0.8102766798418973,[-4.63587]
44,[89],[6.13483],[16.74],0.0011840353101278955,80.39616325972398,0.6198720399314116,1.5835193852271838e-06,0.8102766798418973,[-2.86662]
45,[18],[1.91185],[0.],0.22411036964796138,63.36401279547557,0.6939553001515838,3.2233244122826494e-08,0.8102766798418973,[-7.59791]
46,[69],[2.97483],[0.],-0.5987118381248786,128.46341478534598,0.21208546182644197,0.14785206992911593,0.7223320158102767,[-8.22273]
47,[86],[3.40269],[12.67],-0.16441635256969245,91.82075255646389,0.5006424224694008,0.000338511552595423,0.8102766798418973,[-4.87207]
48,[38],[-0.41208],[13.98],-0.04860683939659616,84.48452319579135,0.6129366377454529,5.951060171676977e-06,0.8102766798418973,[-2.30377]
49,[43],[-0.3073],[14.91],-0.23088706869761344,101.30489326291536,0.4503332248612925,0.0019086083748641027,0.8102766798418973,[-6.68989]
50,[28],[3.55168],[0.],-0.24064473827965527,104.24243112995129,0.4784647464152532,0.0010191080508042427,0.8102766798418973,[-6.57946]
51,[56],[4.11437],[12.15],-0.2418503696899872,102.29116202664324,0.4277211229883941,0.004223073369675372,0.8102766798418973,[-6.4044]
52,[9],[-0.06307],[0.],0.5026288111938639,41.94145293377949,0.7431129236461929,1.7396628672914678e-08,0.8102766798418973,[-2.53861]
53,[30],[3.03809],[0.],-0.2289582791454312,101.2798184795606,0.42321280537244593,0.005834188697411492,0.8102766798418973,[-3.763]
54,[73],[1.3801],[17.25],-0.29633946801255573,103.96207733101005,0.4019508675205647,0.010140533750979917,0.8102766798418973,[-3.55629]
55,[58],[0.0762],[16.88],-0.7985598539525667,147.1758366524198,0.10520775111391209,0.5238523067367136,0.46310935441370227,[-7.30021]
56,[88],[4.87866],[15.48],0.4495493405091531,46.02022367424442,0.7159426700116233,4.3447272982066735e-07,0.8102766798418973,[-1.87193]
57,[11],[-0.12187],[0.],0.5094801671559219,42.03686337693775,0.7521305499830363,8.002367806625989e-08,0.8102766798418973,[-1.18802]
58,[1],[0.00762],[0.],0.4806214956810325,43.25151185000451,0.7342228113418716,3.4591610664737153e-07,0.8102766798418973,[-0.59787]
59,[21],[0.00203],[0.],0.446979033157605,44.480378080749475,0.7141821562651635,1.451326348674757e-06,0.8102766798418973,[-0.35047]
60,[17],[-1.31616e-05],[0.],0.40620891833907513,45.7837727579735,0.6889338396717463,6.63817291141829e-06,0.8102766798418973,[-0.02331]
61,[25],[0.00264],[0.],0.35582244101343286,47.16640296760323,0.6565455187893703,3.335307562652774e-05,0.8102766798418973,[-0.01645]
62,[22],[-2.82597e-05],[0.],0.2918978274022659,48.64038989456235,0.6119876582826224,0.00019757453628156793,0.8102766798418973,[-0.00237]
63,[23],[8.75506e-06],[0.],0.20822537677649833,50.21175376951785,0.5482735500350301,0.0014069110256452503,0.8102766798418973,[8.75506e-06]
64,[41],[9.19296],[11.09],0.09407389855140957,51.88656958484504,0.44820557329803573,0.01299266283459218,0.8102766798418973,[2.01911]
65,[32],[10.8791],[10.07],0.07339841017642257,54.10456651544961,0.41674204589994907,0.02451664263565172,0.8102766798418973,[5.58125]
66,[52],[13.44579],[21.93],0.04937514217604644,56.18244854597869,0.3970667949996215,0.03642275235103106,0.8102766798418973,[6.26374]
67,[40],[11.28107],[20.7],0.036020746132635284,57.943346848853395,0.3107062713683462,0.11470086883401702,0.8102766798418973,[6.80352]
68,[42],[9.51586],[16.17],0.05209200349901766,58.395136934853426,0.30833881764531634,0.12539435090936182,0.8102766798418973,[6.17769]
69,[71],[8.13698],[15.85],0.08277980110250693,58.76379537963887,0.3304308784548322,0.10668833964339396,0.8102766798418973,[6.95923]
70,[35],[11.06944],[0.],0.1314417368215689,57.96390867507518,0.3669572339784582,0.07775299555261449,0.8102766798418973,[7.64012]
71,[37],[4.91986],[13.22],0.10630723196637881,51.84767378628704,0.4149266654688268,0.048983662464847894,0.8102766798418973,[-7.75875]
72,[74],[9.43324],[9.32],0.16527147240249185,50.14733676829175,0.478390834586075,0.024312804946557125,0.8102766798418973,[4.52119]
73,[34],[11.00396],[0.],0.09089053714848494,54.638572122498715,0.344500464547128,0.1261935172720767,0.8102766798418973,[7.81023]
74,[54],[15.09952],[17.36],-0.04015415171821979,49.45007748298328,0.3077277281031796,0.18687217865629893,0.8102766798418973,[7.27539]
75,[45],[15.56335],[14.06],-0.007424055833302967,50.385898904027556,0.32984524930893333,0.1678591940339542,0.8102766798418973,[7.80106]
