sample_size,pred_ind,best_pred_result,y_true,r2,mse,pearson,p_value,ndcg,acq_value
20,[63],[6.71095],[24.95],0.14066606162569584,71.68983383048841,0.7488986152792149,1.6863763108139304e-14,0.5220685111989459,[-15.30273]
21,[62],[18.05651],[25.],0.6377525655351566,29.274678430337776,0.8358458798639109,3.6120125806537835e-20,0.8234519104084321,[-27.43215]
22,[60],[15.02],[26.45],0.4092360448885354,46.08044560784917,0.6502502451989599,6.34784850541057e-10,0.5303030303030304,[-38.65949]
23,[80],[12.00705],[24.6],0.42921734962042846,42.38927674913837,0.6617340773300331,3.322815320385783e-10,0.5036231884057971,[-36.13082]
24,[91],[15.39771],[16.11],0.46782055703648995,37.90859973105246,0.6842478084704383,6.571527773538865e-11,0.5036231884057971,[-31.05402]
25,[78],[18.83818],[0.],0.4181834541973971,41.41853717442396,0.6525514397410294,1.2375798300014935e-09,0.5036231884057971,[-35.80753]
26,[59],[17.10475],[17.51],0.6165055884798543,27.38604157627536,0.8090725852592253,6.981166778211006e-17,0.5036231884057971,[-26.51116]
27,[83],[8.49207],[0.],0.6008675048436074,28.326892188064285,0.788329427520325,2.4085215383989398e-15,0.5036231884057971,[-27.54871]
28,[61],[21.0759],[15.29],0.5849457335804498,29.55469296989972,0.789425764985496,3.402150241956599e-15,0.5036231884057971,[-25.36538]
29,[46],[9.03275],[13.58],0.6050961694024191,28.17814639695071,0.826002070933291,2.482757748823604e-17,0.8173583662714097,[-23.67075]
30,[90],[9.84509],[20.26],0.6386063900342572,25.969555645170555,0.8523520545188662,4.1336519288054093e-19,0.8173583662714097,[-23.70182]
31,[66],[17.76644],[30.36],0.6714780135319385,23.090145338038088,0.8317798967749616,3.100118958876124e-17,0.8173583662714097,[-21.32143]
