sample_size,pred_ind,best_pred_result,y_true,r2,mse,pearson,p_value,ndcg,acq_value
20.0,80.0,8.39799690246582,24.6,0.26353356977505493,61.439626258031254,0.7637066313083244,2.5138736865715286e-15,0.5220685111989459,66.80000000000001
21.0,62.0,14.4117431640625,25.0,0.557905598902215,35.797335690463946,0.823820770738,3.568074501354624e-19,0.8226284584980238,69.2
22.0,63.0,15.554652214050293,24.95,0.4791780797199455,40.70953389007882,0.724850447649657,6.074472206339489e-13,0.8173583662714097,67.60000000000001
23.0,60.0,18.007020950317383,26.45,0.4657026482144043,40.173071348331334,0.6856144143714793,4.2056490507491285e-11,0.5036231884057971,65.6
24.0,70.0,14.815902709960938,17.25,0.22684939403800397,55.073635858654555,0.5426129531359722,1.2195191291003645e-06,0.0,62.0
25.0,25.0,15.941268920898438,0.0,0.4295422128642189,40.43537343679338,0.6607768655865657,6.473448089700938e-10,0.0,62.400000000000006
26.0,61.0,19.65387725830078,15.29,0.5266766446021083,33.655662590297446,0.7325003530905526,1.25384774940249e-12,0.5036231884057971,64.80000000000001
27.0,91.0,18.14748191833496,16.11,0.552550108904197,31.881646652084132,0.7470672220119382,3.8742604456813033e-13,0.5306324110671937,64.6
28.0,78.0,14.80388069152832,0.0,0.6016200834357326,28.351034575191616,0.7847315353651866,6.369757487040679e-15,0.8173583662714097,61.400000000000006
29.0,65.0,17.244192123413086,16.91,0.6106241522449334,27.81484213182981,0.826497863465813,2.2875078886017792e-17,0.5569828722002635,62.8
30.0,45.0,12.741828918457031,14.06,0.6499977030493873,24.8889223429848,0.8290668611812464,2.6859594452217418e-17,0.8173583662714097,57.6
31.0,50.0,16.075057983398438,10.43,0.6425935114882684,25.550469035372057,0.807625605061561,1.2734520337159153e-15,0.8173583662714097,56.2
32.0,59.0,15.316408157348633,17.51,0.5927746363145932,29.508702626712598,0.7800346582309001,7.907195099829029e-14,0.8173583662714097,56.2
33.0,71.0,15.499987602233887,15.85,0.5388726757333554,33.125603759642594,0.7427936178813521,7.2154514244752015e-12,0.8173583662714097,56.800000000000004
34.0,66.0,16.75798988342285,30.36,0.6328498392872586,26.31624189551584,0.8164499876566494,1.858797888198024e-15,0.8173583662714097,52.2
