sample_size,pred_ind,best_pred_result,y_true,r2,mse,pearson,p_value,ndcg,acq_value
20,[61],[16.93337],[15.29],0.4820901194206757,39.19699332492042,0.6984217650237718,4.5890622936763645e-12,0.5220685111989459,[-25.10594]
21,[28],[14.43849],[0.],0.16093327255329593,63.69098042102965,0.5617676187395279,2.328271221540334e-07,0.8218050065876152,[-25.9319]
22,[91],[18.09817],[16.11],0.36354269889828283,48.47376117629016,0.6287300930141065,3.345354684404119e-09,0.8218050065876152,[-23.13259]
23,[80],[15.00077],[24.6],0.5025398508744972,37.911243796517056,0.715119877536102,2.454154259824353e-12,0.8218050065876152,[-21.11551]
24,[63],[15.4447],[24.95],0.41978689044215656,42.39678302188898,0.6486955961195112,1.2586354257341595e-09,0.8218050065876152,[-17.26324]
25,[56],[19.26329],[12.15],0.3240802170935855,47.00151208432221,0.6159532183971259,1.7668704600720186e-08,0.5120223978919631,[-24.68816]
26,[90],[13.05792],[20.26],0.33014186764885833,47.0018865936526,0.5809711749042371,2.0565866222755987e-07,0.630764163372859,[-17.82528]
27,[67],[18.74819],[19.15],0.36675290515032777,43.39526912007736,0.6161173391193486,2.857185512201111e-08,0.630764163372859,[-21.97807]
28,[69],[12.12636],[0.],0.11489744734026797,59.478595285400246,0.49993717957999706,1.920548849602924e-05,0.39591567852437415,[-23.66073]
29,[73],[16.44827],[17.25],0.243899701466738,51.08351551060209,0.5457986078328777,2.573938719249753e-06,0.5681818181818182,[-21.00404]
30,[53],[13.93786],[23.86],0.3297371311265287,44.798468791891416,0.5907749020809927,2.763136818994483e-07,0.39591567852437415,[-17.85649]
31,[65],[13.96341],[16.91],0.33363402841606793,42.00396784966633,0.6622823867148605,3.391638675074123e-09,0.3435441370223979,[-21.95479]
32,[71],[16.73261],[15.85],0.3800849604436396,38.54453075928249,0.7030892388487607,1.8751861790827969e-10,0.39591567852437415,[-19.35533]
33,[87],[18.74063],[12.02],0.29170965316046116,43.62671003101849,0.6410251476172174,2.62061316483963e-08,0.39591567852437415,[-21.52046]
34,[89],[19.08248],[16.74],0.4527456203656708,33.92043870674265,0.718051366439719,1.0632014214138864e-10,0.5513833992094861,[-21.35817]
35,[50],[17.04949],[10.43],0.34790392526481295,39.75412692181346,0.6431658759575902,3.945459167158022e-08,0.34173254281949933,[-20.95623]
36,[33],[10.19937],[13.18],0.41186876416753426,36.231721982874426,0.6783930074143938,4.8772027250381365e-09,0.5681818181818182,[-17.96152]
37,[54],[16.99661],[17.36],0.353906783964384,39.82265300784996,0.6726203573151763,1.0013157957491699e-08,0.5718050065876152,[-21.70964]
38,[83],[9.90203],[0.],0.251188430041166,45.023926123661475,0.5918594402110824,1.553886142860502e-06,0.5098814229249012,[-20.54211]
39,[57],[14.24239],[0.],0.32785548550677845,40.81714808483069,0.6700817821264082,2.2015297750204426e-08,0.5098814229249012,[-19.54984]
40,[51],[17.25373],[10.32],0.49070718547006775,31.23487501053672,0.746433242235005,9.226365095577412e-11,0.3316864295125165,[-22.82913]
41,[59],[16.04326],[17.51],0.5241437348509765,29.509372249120883,0.7496387706437646,1.0559470422053433e-10,0.3316864295125165,[-21.03153]
42,[78],[15.38502],[0.],0.528313591399816,28.42626533748949,0.744174714768486,2.5730547167127143e-10,0.0,[-21.29065]
43,[27],[11.61865],[0.],0.6453784855014866,21.611286364608404,0.8096923436427365,6.30859828300121e-13,0.5098814229249012,[-20.92421]
44,[58],[12.44116],[16.88],0.5589949773053158,27.176915560343943,0.7758397364888324,3.6543496178840726e-11,0.5098814229249012,[-16.57098]
45,[55],[14.8479],[19.15],0.6917376431672586,18.51262769062777,0.8525455579240179,7.68458185560088e-15,0.8173583662714097,[-19.3485]
46,[70],[14.3286],[17.25],0.7222961992113496,15.840559005794873,0.8700409382146475,9.906678912198012e-16,0.8173583662714097,[-18.90424]
47,[68],[14.83022],[19.27],0.6013030665643291,21.86025242075073,0.7934025143381424,2.925536279840796e-11,0.8173583662714097,[-21.1715]
48,[66],[16.64199],[30.36],0.6087856973903117,20.00186139393267,0.8035161627153193,1.8011112325273825e-11,1.0,[-18.3446]
