sample_size,pred_ind,best_pred_result,y_true,r2,mse,pearson,p_value,ndcg,acq_value
20,[60],[7.63159],[26.45],0.2712704172636756,59.74799288621078,0.6742194790360048,4.557539310784797e-11,0.46310935441370227,[-14.61399]
21,[62],[15.82351],[25.],0.4257541951641005,45.11223241056299,0.6871190291052939,1.9096852967217052e-11,0.8173583662714097,[-30.45413]
22,[83],[15.86314],[0.],0.35004381621701586,49.15321398404166,0.6096104122556034,1.3206197523623436e-08,0.5927206851119894,[-31.06955]
23,[91],[15.40614],[16.11],0.5361442067926089,35.16415178490313,0.7323021248038352,3.957083771043885e-13,0.5927206851119894,[-28.19027]
24,[80],[16.13927],[24.6],0.5445518240466445,34.58273829594826,0.7410477148807085,2.2198345997369522e-13,0.5927206851119894,[-24.79451]
25,[90],[12.1225],[20.26],0.4261140545129519,41.84109731682006,0.6698773843913054,3.0861560939143847e-10,0.5681818181818182,[-16.37759]
26,[61],[18.08409],[15.29],0.42232203096471366,41.3577081694409,0.6549450622588253,1.3688494808872489e-09,0.5927206851119894,[-21.60722]
27,[64],[16.36806],[20.7],0.4752312625263625,37.6387734989619,0.6978612836032393,5.27214212563077e-11,0.6818181818181818,[-19.84591]
28,[69],[10.66108],[0.],0.2985404921502812,49.13897768067738,0.5530225066219063,1.4702155122959854e-06,0.0,[-20.59949]
29,[73],[16.64376],[17.25],0.36086662048210527,44.95774848586177,0.6091588517445061,7.26113581013168e-08,0.5681818181818182,[-22.30738]
30,[59],[12.47043],[17.51],0.5073447776368281,34.408228767431545,0.721670429128987,1.7195078543171653e-11,0.5681818181818182,[-21.70163]
31,[65],[13.8349],[16.91],0.43773923763745193,38.90233505353229,0.6665660223185279,2.4705667725758755e-09,0.0,[-19.70764]
32,[78],[15.25043],[0.],0.44511893672081215,38.09811846035334,0.6734025684767208,2.0095428504675197e-09,0.8173583662714097,[-20.84136]
33,[88],[14.87479],[15.48],0.5748901521391685,29.3457474427356,0.7622231503399395,9.624862101754735e-13,0.8173583662714097,[-18.62057]
34,[68],[16.2559],[19.27],0.623575065745237,25.941906914033993,0.8014146544535079,1.458200974476946e-14,0.8173583662714097,[-19.35714]
35,[58],[15.6508],[16.88],0.6053535523018978,26.583139675624984,0.805577556202525,1.4286488729116215e-14,1.0,[-18.34473]
36,[89],[13.28],[16.74],0.6378684624627896,24.126925717580587,0.8369909384815596,2.7350549705915263e-16,1.0,[-18.71709]
37,[66],[17.54687],[30.36],0.6007486280983063,26.290376385065215,0.7895697922425449,2.910471843291634e-13,1.0,[-18.78265]
