sample_size,pred_ind,best_pred_result,y_true,r2,mse,pearson,p_value,ndcg,acq_value
20,[61],[21.49249],[15.29],0.3611777418349915,48.34800942800173,0.6522720578266006,3.0570088312333254e-10,0.6520641194554238,[21.49249]
21,[91],[19.09177],[16.11],0.04389409568130831,72.57506517711441,0.461720556152451,3.927461369577347e-05,0.5306324110671937,[19.09177]
22,[63],[18.35713],[24.95],0.17587631848917284,62.57205979546407,0.5177377994930976,3.201505783571177e-06,0.8218050065876152,[18.35713]
23,[70],[15.97372],[17.25],0.3648739622438244,46.11228885494268,0.619450470420831,8.452204433950496e-09,0.5681818181818182,[15.97372]
24,[54],[19.20287],[17.36],0.4203681211261845,41.83073845131307,0.6688218681304531,2.4857162819618184e-10,0.5120223978919631,[19.20287]
25,[67],[19.29459],[19.15],0.326304369645674,48.2655613574669,0.6142643192066652,1.9812609467609863e-08,0.630764163372859,[19.29459]
26,[71],[16.20688],[15.85],0.3138556856124668,48.337432159111074,0.5841119146610103,1.704523576472003e-07,0.5220685111989459,[16.20688]
27,[80],[16.23904],[24.6],0.10238732202051082,63.03881536364621,0.4485901601479724,0.00014054739806401405,0.8102766798418973,[16.23904]
28,[51],[18.66301],[10.32],0.31544269113766343,45.3767582087715,0.602466832217851,8.700251638539525e-08,0.34173254281949933,[18.66301]
29,[90],[15.31521],[20.26],0.2372485853718509,51.143690007459526,0.5710037522702393,6.806017420374601e-07,0.6673254281949935,[15.31521]
30,[87],[16.27422],[12.02],-0.09128205269968315,70.90263341802766,0.41121594292361435,0.0007366914212504175,0.39591567852437415,[16.27422]
31,[73],[18.26592],[17.25],0.16421813713717426,54.67622017886173,0.522451346559425,1.1227418647982655e-05,0.5681818181818182,[18.26592]
32,[89],[17.38698],[16.74],0.10907728187528776,57.34481081284566,0.49265534141627476,4.7502055333099634e-05,0.5513833992094861,[17.38698]
33,[53],[17.42982],[23.86],-0.00721248919502826,63.85603582096636,0.4039786739014002,0.0012434964754172177,0.7859025032938076,[17.42982]
34,[56],[18.35057],[12.15],-0.023832057012639574,60.17114170074777,0.4581998296192723,0.00023191956587450397,0.5154808959156785,[18.35057]
35,[50],[17.75984],[10.43],-0.1455998172252122,67.5252581313844,0.3490764768733349,0.006733331031061173,0.3435441370223979,[17.75984]
36,[32],[16.58645],[10.07],0.09453367638366938,53.84359509305303,0.5093927324029717,4.4318538099503905e-05,0.3316864295125165,[16.58645]
37,[78],[15.59579],[0.],0.13158890127261935,52.15217343664206,0.493608652401583,9.553116443404385e-05,0.0,[15.59579]
38,[27],[14.27349],[0.],0.1665941048197731,50.573898170519264,0.5045504621883368,7.335254652660949e-05,0.0,[14.27349]
39,[55],[15.44116],[19.15],0.25337680359427317,45.781825106642486,0.5220707597163149,4.351491400713247e-05,0.630764163372859,[15.44116]
40,[88],[16.47429],[15.48],0.13997890641908384,50.51903689564506,0.5047330484458439,9.942888124097987e-05,0.5098814229249012,[16.47429]
41,[36],[14.36985],[8.07],0.3589030744021413,36.97981809035324,0.6326226876370534,3.735022645451885e-07,0.2658102766798419,[14.36985]
42,[43],[13.03477],[14.91],0.07642143187778283,54.087998768407346,0.34805239524695114,0.011457347166109112,0.4183135704874835,[13.03477]
43,[44],[14.28552],[10.49],0.16951221728044286,47.8232769505862,0.4907297394681549,0.00025620852530233484,0.34552042160737817,[14.28552]
44,[65],[14.22452],[16.91],0.21626511483056243,45.439228845641374,0.5479584722769438,3.8058341541121476e-05,0.5569828722002635,[14.22452]
45,[68],[16.94936],[19.27],0.36803375768932944,35.28532640790728,0.6741187061191799,1.0980929828155109e-07,0.8173583662714097,[16.94936]
46,[66],[14.29285],[30.36],0.12193809533671562,45.700180592233,0.544635173533112,6.280483552143145e-05,1.0,[14.29285]
