sample_size,pred_ind,best_pred_result,y_true,r2,mse,pearson,p_value,ndcg,acq_value
20,[56],[12.63676],[12.15],0.2329980477231013,62.594166462128015,0.5607541019140863,2.0348130704421874e-07,0.3652832674571805,[-16.40738]
21,[80],[9.99955],[24.6],0.285017481271747,59.0137049843746,0.6416111687086694,9.573192467997788e-10,0.49110671936758893,[-16.12233]
22,[39],[11.68314],[0.],0.29643074749437315,56.284112853329844,0.597814610032908,2.9468686020415956e-08,0.21706192358366272,[-16.79312]
23,[68],[13.51949],[19.27],0.29828920763079503,56.25315146998673,0.6069122649781715,2.01602923261705e-08,0.7859025032938076,[-22.00785]
24,[66],[15.85571],[30.36],0.24153329757548148,60.35136918531489,0.6251087429867959,7.273057785446928e-09,1.0,[-22.6342]
