sample_size,pred_ind,best_pred_result,y_true,r2,mse,pearson,p_value,ndcg,acq_value
20,[55],[13.34145],[19.15],0.20369174268995205,64.98582104682534,0.5451892125565214,5.099531310201631e-07,0.5120223978919631,[-18.12496]
21,[32],[8.84263],[10.07],0.3225918632377226,54.966699197947406,0.6369578468300335,1.3776896331427262e-09,0.3170289855072464,[-17.96042]
22,[80],[8.73088],[24.6],0.2265617381812055,63.5972443529689,0.6178401455352022,7.3960650035727285e-09,0.4169960474308301,[-15.56137]
23,[68],[11.59131],[19.27],0.42921257363670107,45.42858080534582,0.6565363123131702,5.084706616504907e-10,0.6788537549407114,[-24.02455]
24,[66],[15.29403],[30.36],0.16379928622613837,65.98324881540064,0.5122466170033899,5.81552570890955e-06,0.34173254281949933,[-27.78552]
