sample_size,pred_ind,best_pred_result,y_true,r2,mse,pearson,p_value,ndcg,acq_value
20,[80],[8.74566],[24.6],0.22660817643463038,64.52012290140648,0.7291632474777229,1.7517912041665487e-13,0.8102766798418973,[-15.08213]
21,[62],[14.57585],[25.],0.6444334187782819,28.790991780710506,0.8258410162235793,2.458481647521188e-19,0.39591567852437415,[-23.42867]
22,[60],[13.89382],[26.45],0.4660552528153229,41.735266766913405,0.7102308858403599,2.8147385076044884e-12,0.8218050065876152,[-29.24944]
23,[91],[12.90817],[16.11],0.4832287032686414,38.464627120540605,0.697269657378983,1.4260323896746476e-11,0.8218050065876152,[-29.60488]
24,[78],[18.85877],[0.],0.5177652075505641,35.923901245822826,0.7202885035898537,2.0873565819774136e-12,0.8218050065876152,[-29.48373]
25,[63],[21.27307],[24.95],0.7029168272579548,22.19431397768128,0.8499724299671879,2.5542191550412367e-20,0.8218050065876152,[-26.92705]
26,[71],[16.916],[15.85],0.6209860155213756,27.066086037022018,0.7928671410688911,7.779119971333927e-16,0.5036231884057971,[-24.66231]
27,[59],[14.92136],[17.51],0.6165161727239028,27.39261425000832,0.8018832251792009,3.5255684893072027e-16,0.5036231884057971,[-24.39466]
28,[61],[21.23707],[15.29],0.5952682129689197,28.713791031171514,0.7814998506711379,9.721322296627626e-15,0.5036231884057971,[-23.5125]
29,[58],[13.61479],[16.88],0.6319595197214676,26.14173084968214,0.8288232070321194,1.552432751719186e-17,0.8173583662714097,[-22.3854]
30,[65],[17.9289],[16.91],0.6144440125344157,27.23292537371637,0.7930699391091182,5.6599039347482536e-15,0.5569828722002635,[-21.40374]
31,[46],[11.55645],[13.58],0.620939510186633,26.596959333425723,0.8298621731006542,4.252189128825663e-17,0.8173583662714097,[-21.02332]
32,[68],[15.52616],[19.27],0.5666101574883504,30.575556699517136,0.7838914406387455,4.939903193905886e-14,0.8173583662714097,[-16.40184]
33,[70],[17.48883],[17.25],0.6233612045138335,26.018654270187422,0.8047676136251093,5.5070358178984434e-15,1.0,[-19.86513]
34,[83],[9.33882],[0.],0.5983267677873978,27.42579529733127,0.7859863062117323,1.0135327979317162e-13,1.0,[-20.15272]
35,[66],[18.15252],[30.36],0.6229905437144765,25.91742799518576,0.801895604136776,2.310782158553393e-14,1.0,[-19.25205]
