sample_size,pred_ind,best_pred_result,y_true,r2,mse,pearson,p_value,ndcg,acq_value
20,[63],[15.26648],[24.95],0.5682454238589416,35.89905826476795,0.771847740899635,8.313405405328355e-16,0.8102766798418973,[-20.58358]
21,[64],[15.16311],[20.7],0.5298989690646728,37.91372288120613,0.8162821127722446,1.3752880076810385e-18,0.8173583662714097,[-21.82472]
22,[80],[17.93359],[24.6],0.5166410749970106,38.51917255774734,0.7225208009227806,7.806375030086673e-13,0.8473320158102767,[-25.15828]
23,[61],[16.76366],[15.29],0.5111658912598842,37.66697522802226,0.7197591489939131,1.5195062047417576e-12,0.8234519104084321,[-21.60076]
24,[62],[17.15684],[25.],0.5576554240542677,34.24492215866695,0.8230965292798865,2.2714147532551165e-18,0.8473320158102767,[-23.82507]
25,[28],[15.4444],[0.],0.42148786564435436,42.991408900989875,0.656110718702872,9.372413481624571e-10,0.8712121212121212,[-24.57528]
26,[73],[17.3762],[17.25],0.5067981358759512,36.74263493336657,0.7607555909757516,5.1831370694505654e-14,0.8712121212121212,[-23.18792]
27,[91],[21.57491],[16.11],0.43431801586613483,42.02488868986312,0.6812253415420362,2.2355854506086486e-10,0.8712121212121212,[-23.36969]
28,[60],[21.42405],[26.45],0.5872689561127941,30.685919737621404,0.8066857374513902,2.93543764673727e-16,0.8712121212121212,[-26.58379]
29,[68],[15.15957],[19.27],0.5856840886369459,28.990543584757326,0.8132600382567186,1.8725170688852458e-16,0.8173583662714097,[-21.55135]
30,[65],[14.17528],[16.91],0.5587922666430192,30.361847175871784,0.7806210658573087,2.831799762782447e-14,0.39591567852437415,[-21.50735]
31,[90],[9.82462],[20.26],0.6230083669919665,25.778647002957683,0.8485450330828924,1.633586623630313e-18,1.0,[-21.59985]
32,[88],[15.55712],[15.48],0.6350482081928079,24.309671001111955,0.8046378756235216,3.3008878379390574e-15,1.0,[-21.58465]
33,[87],[12.11901],[12.02],0.6532336875212164,23.042506819786905,0.8346223598039023,6.453970084706833e-17,1.0,[-20.66551]
34,[33],[9.0886],[13.18],0.5773672654585664,28.346606242325368,0.7721040093351875,5.086890484129788e-13,1.0,[-19.60329]
35,[59],[14.951],[17.51],0.5351742133957444,31.355655982305976,0.7817958818396964,2.7007430835232127e-13,1.0,[-16.78957]
36,[69],[7.15672],[0.],0.5713260495795409,28.498371666525784,0.7852568373777103,2.935728637200238e-13,1.0,[-19.12868]
37,[66],[16.62162],[30.36],0.532726568824601,31.281047817613207,0.7450027734606269,3.02573420022084e-11,1.0,[-17.39863]
