sample_size,pred_ind,best_pred_result,y_true,r2,mse,pearson,p_value,ndcg,acq_value
20.0,81.0,16.317554473876953,23.13,0.4203261387132857,47.38625358904597,0.6665141223794923,9.053273895859796e-11,0.7618577075098814,73.4
21.0,63.0,17.573974609375,24.95,0.48591423005128576,41.028124039041074,0.711772259564347,1.6779375341444496e-12,0.8218050065876152,72.10000000000001
22.0,61.0,19.43105697631836,15.29,0.47072884177285,40.707165031099,0.6870038845139248,2.6748269235598203e-11,0.5036231884057971,67.8
23.0,60.0,14.971071243286133,26.45,0.4190502004397042,44.852134290163775,0.6497550551609192,8.749455602302801e-10,0.630764163372859,66.0
24.0,62.0,20.262805938720703,25.0,0.48200956995413147,37.937295711962555,0.699507619607867,1.623168409424694e-11,0.8234519104084321,69.6
25.0,67.0,18.791385650634766,19.15,0.35503733154801775,45.01056516164553,0.639092864779263,3.4276160795150316e-09,0.630764163372859,65.4
26.0,91.0,19.630401611328125,16.11,0.3405909806461591,45.29650591341688,0.6351558574530926,5.9654855828368585e-09,0.5306324110671937,67.5
27.0,71.0,15.742548942565918,15.85,0.3629415407443384,43.62236733823605,0.6314098085988844,1.0119990367132171e-08,0.5220685111989459,62.00000000000001
28.0,59.0,17.786062240600586,17.51,0.32839294020751675,45.86029319271358,0.6200277168241136,2.8284098172727556e-08,0.5767457180500659,64.0
29.0,78.0,16.563676834106445,0.0,0.41025899179373015,39.82905377637233,0.6854757332411578,2.986577207841498e-10,1.0,61.7
30.0,66.0,19.012598037719727,30.36,0.48528661635381765,34.947660069169046,0.7039056635159844,8.688830219332706e-11,1.0,58.7
