sample_size,pred_ind,best_pred_result,y_true,r2,mse,pearson,p_value,ndcg,acq_value
20.0,91.0,11.129247665405273,16.11,0.4368378230831155,46.82519403117504,0.7934240799887358,3.5020935412912636e-17,0.5681818181818182,71.5
21.0,80.0,16.753080368041992,24.6,0.5760689809042456,35.41417255023624,0.830357666988967,1.0504329167427526e-19,0.8102766798418973,73.0
22.0,59.0,15.205822944641113,17.51,0.5416337282773445,37.18436183409111,0.8011535844935964,2.905476449031574e-17,0.8173583662714097,69.0
23.0,60.0,13.126913070678711,26.45,0.5080226256271569,39.89600220450918,0.7880290880886652,3.50102658545823e-16,0.8712121212121212,70.0
24.0,63.0,15.433667182922363,24.95,0.5310842413342831,36.33565631829306,0.7440754945090565,1.5726266863970438e-13,0.8234519104084321,67.0
25.0,62.0,22.62773323059082,25.0,0.6188440555987951,28.3647397811915,0.8017031114964858,1.2744018938819545e-16,0.8234519104084321,68.6
26.0,64.0,19.53848648071289,20.7,0.6120733594148353,27.583753405539962,0.8253424236466165,4.869637519138747e-18,0.6818181818181818,68.0
27.0,61.0,19.948436737060547,15.29,0.5503982725898473,31.270981204751024,0.7892457120304338,2.1245509728163813e-15,0.5036231884057971,61.900000000000006
28.0,66.0,17.487756729125977,30.36,0.5856610866154102,28.854946095229423,0.7997193234298141,8.120514814811885e-16,0.8173583662714097,63.199999999999996
