train_size,picked_idx,mu_pred,y_true,r2,mse,pear,p_val,acq_val
20,[65],[9.459],[16.91],-0.06929233636946464,85.48915426121616,0.37643782343270077,0.0009477252402850682,[-2.75682]
21,[60],[9.81381],[26.45],-0.0890912311903913,86.88405142999513,0.37444607575113803,0.0010998535389940332,[-2.05854]
22,[66],[10.57],[30.36],-0.3174165732809231,99.70138232224518,0.32817442100205385,0.004888180738682253,[-1.82972]
