train_size,picked_idx,mu_pred,y_true,r2,mse,pear,p_val,acq_val
37,[30],[3.15904],[0.],0.041671370865461466,75.54066477738772,0.5528662153663536,8.212694075919746e-06,[-6.05491]
38,[29],[4.67011],[0.],0.03587545038771067,75.93983435983361,0.5557267089456244,8.743558628362426e-06,[-4.66124]
39,[78],[-0.4963],[0.],0.042076981932484325,75.3399117761461,0.5583517476261144,9.44073901491242e-06,[-4.53373]
40,[85],[1.48093],[0.],0.016790963566543526,77.1525721017528,0.5476432025978815,1.8204098902359796e-05,[-4.35676]
41,[43],[3.63494],[14.91],-0.0019851958330225905,78.37673373730073,0.544644297831881,2.4848503394700043e-05,[-3.79544]
42,[1],[4.3321],[0.],0.20860828653320684,62.66727472611885,0.6356429293738725,4.1294034247492673e-07,[-7.16385]
43,[5],[0.17039],[0.],0.0044723902928510695,78.55779031139252,0.5310953679307657,6.081864395381495e-05,[-4.78012]
44,[35],[0.05053],[0.],0.5041216790152845,38.951068060058745,0.7492689621841055,3.8674359086663027e-10,[-8.02865]
45,[57],[5.24805],[0.],0.5016355309809813,38.91881712040295,0.7480858179380937,6.494800726583077e-10,[-6.61689]
46,[12],[1.38224],[0.],0.4931289582098751,39.297653593018346,0.7487568695402755,9.37497540428937e-10,[-6.03763]
47,[18],[2.11223],[0.],0.49843909108307893,38.54372326830515,0.7512796337148262,1.1728766820402928e-09,[-5.0525]
48,[42],[2.47426],[16.17],0.4751321634853979,39.90672051361353,0.7456501807381638,2.757470875645909e-09,[-4.66052]
49,[13],[0.13442],[0.],0.5235599781776565,36.71869124598322,0.7619634644886354,1.2044656502305294e-09,[-3.6045]
50,[67],[7.06972],[19.15],0.5150119455583879,36.93857526662032,0.7578932989046548,2.5707910284739794e-09,[-2.86405]
51,[33],[0.32169],[13.18],0.5804984589589761,32.01999087221754,0.7885463360818478,3.4142056877564365e-10,[-2.71457]
52,[87],[5.50555],[12.02],0.6268846752880346,29.103438095282286,0.8045907029739523,1.360287070642979e-10,[-6.62601]
53,[14],[-0.14109],[0.],0.6387904259536715,28.8458692385063,0.8092221207464602,1.5188740323363844e-10,[-6.11051]
54,[16],[-0.04686],[0.],0.6336758722935719,28.920577175936785,0.8062355073814592,3.419650208184194e-10,[-4.91033]
55,[86],[7.49316],[12.67],0.6256238145064681,29.140457135328806,0.8016902347607153,8.626840252731206e-10,[-4.58896]
56,[77],[1.13272],[0.],0.2541870972321306,59.536167321228106,0.6347154704386705,1.8703002235452082e-05,[-9.18178]
57,[17],[0.13668],[0.],0.6128893813944241,30.399007557999624,0.7950329667578888,4.174081044479884e-09,[-4.33104]
58,[10],[0.56866],[0.],0.5959908792479965,31.09219840062737,0.7863722375737081,1.3119500342697543e-08,[-2.46091]
59,[9],[0.31405],[0.],0.5797147659368267,31.555131132024663,0.7775622409183758,3.9077050758577623e-08,[-2.29424]
60,[28],[2.29787],[0.],0.06068379116987599,68.4235115633182,0.5502916452777105,0.0007466810812161693,[-7.21558]
61,[73],[4.2476],[17.25],-0.002627446703943548,70.37901121048108,0.5283120786979759,0.001575940271253534,[-6.96178]
62,[71],[5.26113],[15.85],0.07335977307085151,66.49972334380314,0.5515244311311552,0.0010681374437791276,[-6.39589]
63,[65],[4.60581],[16.91],0.1117602679249412,65.50909624810014,0.5423080434611119,0.0016238430602966611,[-9.47296]
64,[25],[3.83245],[0.],0.20117660065875242,60.369944519778485,0.5921349274982386,0.000566596497469978,[-5.97622]
65,[3],[5.52908],[0.],0.11390925052345802,64.36035869572021,0.652356477572525,0.00012562548540307858,[-6.80391]
66,[6],[5.4453],[0.],-0.0361090124843324,71.56849987124633,0.49770683393515347,0.007039017921488995,[-6.00066]
67,[88],[7.42372],[15.48],0.15116566190668423,54.985904862426004,0.5694462921944523,0.001933722553110831,[-3.85279]
68,[24],[-0.13655],[0.],0.19836418301611103,53.84103919570717,0.5819979952911518,0.0018143819329081575,[-1.72799]
69,[54],[7.04328],[17.36],-0.5569528334777618,96.4351240355121,0.26142091834494574,0.20684985313758963,[-4.0122]
70,[75],[2.31538],[3.92],-0.33256309652611393,85.44930353202393,0.36269083643721917,0.08153741994686992,[-2.31364]
71,[70],[5.17134],[17.25],-0.13989967276350757,70.78958231302731,0.41547179797632094,0.048657280384227536,[-4.81763]
72,[22],[-0.00544],[0.],-0.43909409842757263,92.97525389428482,0.2929078782765912,0.18586817010961074,[-0.07422]
73,[49],[10.8982],[16.68],-0.7106620065845812,97.72352216843744,0.09312936476322768,0.688041516289594,[0.22665]
74,[53],[14.67436],[23.86],-0.7147257572646057,102.6667800939975,0.08424507952841119,0.7239946752746489,[4.67143]
75,[27],[-0.04251],[0.],0.008750007192201426,58.324340650916454,0.4508253528290874,0.052720253064845755,[-0.25284]
76,[66],[7.69335],[30.36],-0.47418281725373945,72.85106090427567,0.18175616851625603,0.47040977007781937,[-3.71253]
