train_size,picked_idx,mu_pred,y_true,r2,mse,pear,p_val,acq_val
20,[79],[3.49817],[0.],0.2788096084308619,55.10283698564106,0.6670340570039962,8.649049331479202e-11,[-7.35376]
21,[13],[3.66215],[0.],0.18392802307444178,62.580280808143556,0.5955482599338136,2.733374205085815e-08,[-7.04095]
22,[15],[1.79909],[0.],0.19314488716326483,62.087717199217956,0.5989795259057284,2.7262213729151406e-08,[-7.24949]
23,[19],[2.03464],[0.],0.30865058756256036,53.37246426359609,0.6775814594500632,8.612284515691333e-11,[-6.96682]
24,[1],[7.64042],[0.],0.3121295185132553,53.264258810653594,0.6769298698828865,1.247631719437748e-10,[-5.73769]
25,[4],[3.55177],[0.],0.2758574306513293,56.22813528508959,0.5536750625604286,8.028883041755799e-07,[-7.31218]
26,[93],[3.11136],[0.],0.3634129237588365,49.55283544544562,0.6221694044111344,1.4825078810732788e-08,[-7.73249]
27,[35],[4.38904],[0.],0.36281864609303527,49.70778227082066,0.6216571724876614,1.974474481788226e-08,[-7.09877]
28,[42],[1.56398],[16.17],0.3308559234998276,52.29845200949552,0.602525739992739,8.668498155628505e-08,[-7.05783]
29,[33],[2.22866],[13.18],0.03417014052773404,75.72160093295182,0.26605574259895537,0.03218038191438177,[-6.64226]
30,[43],[5.65796],[14.91],0.04321039580311814,75.81045138193781,0.2591004497087162,0.038696483122490896,[-5.96474]
31,[78],[-2.92425],[0.],0.18019219041225032,65.38131631343364,0.4611620137797248,0.00014249075160217072,[-6.19572]
32,[41],[2.23401],[11.09],0.3008361298939587,55.920435626377476,0.5866945865399987,5.408789229476868e-07,[-6.73389]
33,[16],[1.54944],[0.],0.28490175273304763,58.03010434498221,0.5718710801288318,1.4774414375880627e-06,[-5.95868]
34,[30],[0.88641],[0.],0.27851122573566445,58.72039480423708,0.5710922007583626,1.8887395041357745e-06,[-6.64664]
35,[2],[6.82057],[0.],0.2762910194452072,59.05135410574141,0.5678612194510123,2.723107376710542e-06,[-5.30823]
36,[10],[2.3638],[0.],0.38946870796132516,49.922608936205954,0.6494779476616912,3.47807396581184e-08,[-6.84317]
37,[9],[4.73462],[0.],0.445793558842441,45.39220828506165,0.6833925458324493,4.690645834043722e-09,[-6.79518]
38,[25],[1.80182],[0.],0.2646536100636605,60.29712199589495,0.5928876573874234,1.4747743339608562e-06,[-6.8741]
39,[12],[2.5484],[0.],0.4516867510502601,44.985999366505474,0.690955135347239,5.261506325038784e-09,[-6.26808]
40,[85],[5.99697],[0.],0.390002023091351,50.042789024891015,0.7151958253026531,1.2314249421772566e-09,[-6.10668]
41,[72],[3.58818],[0.],0.3654354946422742,52.01651806389934,0.6594233552634353,7.891567744763151e-08,[-7.069]
42,[69],[2.31461],[0.],0.23321331461669148,62.75426811160334,0.5832441470304753,5.6913802451828546e-06,[-7.42498]
43,[84],[3.68065],[0.],-0.374163674103716,112.18085365527884,0.1197081454164105,0.40275659833112754,[-7.41097]
44,[81],[5.06457],[23.13],0.4683181661517337,43.25170715308757,0.7215170298493399,3.3898175633855982e-09,[-6.64092]
45,[57],[6.50171],[0.],0.502386213150666,39.49110133415314,0.8029566966389419,3.908264315310565e-12,[-6.19505]
46,[83],[2.35925],[0.],0.5097216056159157,38.753747195987366,0.8050003409618597,5.337930598611841e-12,[-5.61617]
47,[28],[1.26713],[0.],0.49481918197691255,39.72171754955482,0.8011279807130316,1.3547570524822439e-11,[-5.60104]
48,[76],[-2.59432],[0.],0.4771494272484583,40.835574544624635,0.7947223648309496,4.281902711758823e-11,[-4.75065]
49,[8],[5.34388],[0.],0.5851585930405129,32.12941993316682,0.7902534344954196,1.0799087073305005e-10,[-7.10658]
50,[82],[-0.04168],[0.],0.4605285180395725,41.35445072450137,0.7761881420980097,6.001795126247217e-10,[-2.40117]
51,[89],[8.36092],[16.74],0.4143404284982858,44.33820318680251,0.7635549103656304,2.603435869582322e-09,[-3.52048]
52,[26],[0.23068],[0.],0.44894836569729546,42.263803800582174,0.7819651058260368,9.7087369886414e-10,[-2.27651]
53,[5],[0.00941],[0.],0.42667903991214995,43.36423796347871,0.7720710543651568,3.4003427605617666e-09,[-1.52195]
54,[11],[-0.09906],[0.],0.3956967281424383,44.94449138738128,0.7613432344268535,1.1716189985934154e-08,[-0.90928]
55,[21],[0.09277],[0.],0.369762189863329,45.93208372379349,0.747587701523107,4.5394648588510065e-08,[-0.67515]
56,[14],[0.01954],[0.],0.3307776724805809,47.598277737337334,0.7341127766109767,1.5618920219114623e-07,[-0.59921]
57,[23],[-0.03699],[0.],0.29753297822200075,48.519473341836814,0.7138622573984619,7.033295725231311e-07,[-0.45183]
58,[6],[-0.00012],[0.],0.25088876143455807,49.946415374068266,0.6939903717668071,2.6820081084740785e-06,[-0.19677]
59,[24],[-0.00228],[0.],0.19926428207130986,51.15729046353493,0.6671371269502044,1.2042995574027961e-05,[-0.09721]
60,[22],[-0.00264],[0.],0.11799172000104363,53.49689325472629,0.6376337385296255,4.990883932652921e-05,[-0.05585]
61,[87],[10.4426],[12.02],-0.018629968196166358,57.96395096749245,0.5946621738811946,0.00026272180865576837,[-1.27944]
62,[18],[1.05334e-05],[0.],-0.004928206632866194,58.87057927190338,0.5967033349784923,0.00031247507922092614,[-0.02796]
63,[86],[9.39406],[12.67],-0.11926417253574328,60.546421176151206,0.5350820319325219,0.0019251610154104655,[0.43755]
64,[46],[7.99345],[13.58],-0.08331012935874216,60.45757199125881,0.5331919568455619,0.0024141862088965698,[1.01069]
65,[56],[13.11616],[12.15],-0.03421223524975825,59.68653227278362,0.5719971995247116,0.0011874462701775914,[5.85681]
66,[44],[11.16078],[10.49],-0.03640078270400715,61.760953660112555,0.5726263643916425,0.0014501380863118668,[6.0691]
67,[49],[13.00062],[16.68],-0.04408258711043378,63.89618752277051,0.5669654016516482,0.0020443920596480225,[7.98779]
68,[45],[9.75507],[14.06],-0.03830538290301222,65.80549492262156,0.5896285093577095,0.0015244200458537055,[8.09998]
69,[88],[15.01485],[15.48],-0.05284405394248615,69.38713147341906,0.6167856253211299,0.0010241528673213555,[6.70866]
70,[51],[10.29732],[10.32],-0.05376142163083464,72.29978881795655,0.6273090854825274,0.0010343996911737435,[7.66647]
71,[32],[13.70441],[10.07],-0.06301705397112234,75.26795296983795,0.6272149823672722,0.0013587058952641245,[7.66225]
72,[74],[11.14652],[9.32],-0.07193744271828639,78.27188096810413,0.6142402523295873,0.0023562102171061122,[8.41154]
73,[92],[10.27998],[0.],-0.05010808456656335,78.71059478559941,0.607818699967939,0.0034680474175775387,[9.03003]
74,[47],[0.01651],[0.],0.3128053481242523,45.81057029331187,0.6971970838342959,0.0006342253593909369,[-0.70581]
75,[48],[0.0014],[0.],0.1412223620517835,48.23305477297351,0.6113772412529034,0.005414375751290614,[-0.17471]
76,[58],[12.02705],[16.88],-0.18827481661515577,50.92602327895051,0.43307642434796206,0.07261370135570268,[5.49652]
77,[73],[15.47363],[17.25],-0.12960229252040034,51.21562229415511,0.4979992638432198,0.04191432882689343,[7.29636]
78,[40],[13.73449],[20.7],-0.13063734144637262,54.450328394298936,0.5048457703048921,0.046099727744377234,[7.82733]
79,[34],[13.18363],[0.],-0.17674253364551085,59.716825928641306,0.5779962186261517,0.02401965009587345,[9.60735]
80,[71],[18.65811],[15.85],-0.7092945447193371,52.66902652493763,0.3886442641959897,0.16965480501530414,[10.8924]
81,[37],[17.18693],[13.22],-0.6003632922764681,51.95315036996143,0.4137599406682524,0.15988603618552308,[12.27669]
82,[36],[16.92242],[8.07],-0.619172117600181,52.017589791103234,0.3907382055096108,0.20916554195300266,[12.93519]
