train_size,picked_idx,mu_pred,y_true,r2,mse,pear,p_val,acq_val
20,[92],[1.25963],[0.],0.08112881803295913,73.12134464318555,0.4080576134953308,0.00030746881250891305,[-5.31419]
21,[31],[0.35723],[4.97],-0.3835095829838282,110.66635170983031,0.43455665707193175,0.00012228666754085117,[-4.09459]
22,[18],[-1.23089],[0.],-0.35365894611214554,109.69740621951532,0.4474919701871658,8.109467543447515e-05,[-4.34332]
23,[76],[-0.48816],[0.],-0.0003199580210881958,81.48271317486497,0.5427716163124453,1.008602254563117e-06,[-10.625]
24,[78],[1.29111],[0.],0.01830233591209951,80.36828572862734,0.5467302957376852,9.75022962237596e-07,[-6.9434]
25,[75],[-2.8718],[3.92],-0.012329586486659272,83.2806535814321,0.5431535015647972,1.4204369781258815e-06,[-6.69282]
26,[79],[2.47891],[0.],-0.04616510600696322,87.1384659237817,0.5440074543651066,1.6288174837046556e-06,[-4.37945]
27,[1],[8.34444],[0.],-0.11436433334904894,93.26174033801188,0.5266587344238166,4.693880717847413e-06,[-3.70525]
28,[20],[8.04643],[0.],-0.08919449328177298,91.57277519913177,0.5338100450440901,3.919740823001915e-06,[-4.00368]
29,[19],[3.47885],[0.],-0.01459375892647663,85.67364260722358,0.5639213221399769,1.0001308260252657e-06,[-6.52851]
30,[3],[7.51],[0.],-0.006257994134723832,85.32151771205436,0.5642731030743265,1.1976610153015822e-06,[-4.35798]
31,[43],[-0.06326],[14.91],0.11372750908149909,75.43976965738267,0.4389523821115051,0.0003196795573092802,[-8.8795]
32,[30],[5.11791],[0.],0.2011769936804012,68.47946740188522,0.5908388275419865,4.295144971511369e-07,[-5.80426]
33,[25],[3.76593],[0.],0.2333126366453584,65.99360385011428,0.5151039431982726,2.16049434090239e-05,[-7.47358]
34,[87],[4.36727],[12.02],0.05859136707522672,81.34060675695208,0.36316363508714977,0.00434520242738996,[-6.63358]
35,[60],[4.88629],[26.45],0.207544113340968,69.43396404396107,0.49483861285530745,6.775821088205257e-05,[-6.66274]
36,[8],[7.7411],[0.],-0.07453291343321933,89.46537272307778,0.5110038591626875,4.152760376076181e-05,[-3.94562]
37,[29],[6.48516],[0.],-0.04982705624114958,87.78971047804828,0.5204761636319551,3.3229930354234275e-05,[-5.04182]
38,[77],[0.88751],[0.],0.3700658072926506,52.888860541558856,0.6171594236657378,4.067421990505059e-07,[-8.14162]
39,[6],[4.78713],[0.],-0.06373864409688235,89.63599782078438,0.5107714541905795,6.76473523411678e-05,[-5.1754]
40,[24],[-0.8411],[0.],0.34836277615265787,55.08683188660815,0.6018353324254435,1.48209006523834e-06,[-5.72936]
41,[27],[4.20777],[0.],-0.18424822899389715,100.38596938465162,0.5362595220061278,3.4922314222197736e-05,[-6.97301]
42,[16],[-0.21287],[0.],-0.19360081765702675,101.40208413652819,0.5312423698201482,5.0770594677724216e-05,[-1.53675]
43,[15],[-0.0574],[0.],-0.20557568901790924,102.58424842346474,0.52435559188846,7.831630728506554e-05,[-0.99467]
44,[4],[-0.05253],[0.],-0.20878450672665005,102.95377319389077,0.5226044730073851,9.893170364691612e-05,[-0.74244]
45,[2],[0.0108],[0.],-0.23701779587378113,105.37763723972783,0.5075110408002647,0.0001976521746068139,[-0.70651]
46,[13],[-0.01942],[0.],-0.2576319254363315,107.06186957052596,0.49429173536459275,0.00035590612343663143,[-0.61177]
47,[21],[0.06091],[0.],-0.2691775988297622,107.8681480499172,0.48679151123483216,0.000521004023783583,[-0.56654]
48,[12],[0.0189],[0.],-0.30453251974085616,110.57053991240305,0.46800115933708747,0.0010388638895191956,[-0.31946]
49,[7],[0.0021],[0.],-0.32529368028207273,111.88411088185937,0.4549508380753168,0.001690052156904728,[-0.26603]
50,[5],[0.0038],[0.],-0.3610346741839974,114.28199511274157,0.43256312400194974,0.0033624193354039583,[-0.18252]
51,[22],[-0.00379],[0.],-0.39670553195980496,116.45412557622518,0.4084390805273998,0.006545830536949338,[-0.129]
52,[26],[-0.00515],[0.],-0.47801386895625053,122.13782839794952,0.3693399326250235,0.01607722578640889,[-0.12648]
53,[9],[0.0012],[0.],-0.5251387324407926,124.63859199828565,0.3358643592570658,0.03180341175319952,[-0.06567]
54,[17],[-0.00282],[0.],-0.5822774962431063,127.55264055116682,0.29402982790288634,0.06553605013653023,[-0.0617]
55,[23],[0.00138],[0.],-0.6410888513543544,130.10739202033014,0.24666886505953053,0.13006925766735428,[-0.02661]
56,[85],[10.37961],[0.],-0.7694370295806101,137.4768168367377,0.16263812329231167,0.32926589017723495,[0.08721]
57,[84],[4.62326],[0.],-0.6654768704482388,126.27600959488228,0.23284773852346347,0.16547424501714786,[-0.62121]
58,[83],[5.60083],[0.],-0.6537159316309811,121.7350745817603,0.27023237985883586,0.11093838143660763,[-3.49426]
59,[82],[0.45324],[0.],-0.7478445364817448,124.14378206551649,0.2520783270280324,0.14405235475015254,[-2.27047]
60,[72],[2.05869],[0.],-0.8902907262992976,128.54813376129616,0.18044602604500892,0.30714544126468096,[-1.32872]
61,[69],[-0.07167],[0.],-1.059093075091881,132.76974667540946,0.09992345466663391,0.5800776820731071,[-0.89597]
62,[86],[10.62731],[12.67],-1.2933120372427704,138.45808000442196,-0.03435656215022531,0.8519173801689403,[3.03593]
63,[51],[10.60884],[10.32],-1.2914006654361918,142.62410036131016,-0.041108284292417904,0.8262075089331231,[8.19061]
64,[46],[11.82762],[13.58],-1.3095323918328061,147.30891506947498,-0.06190755026701973,0.7451921105881215,[9.5244]
65,[52],[11.43221],[21.93],-1.3305093699174693,153.71778598490243,-0.07794681650105033,0.6877539806183681,[9.22288]
66,[56],[12.56503],[12.15],-1.2998334366207214,152.31455747892082,0.008962322185295567,0.9638978650035581,[6.76574]
67,[35],[12.71654],[0.],-1.3021532249970065,157.76071386092312,0.0002734921478475566,0.9989197780089676,[9.42134]
68,[34],[11.64712],[0.],-1.4868403804121093,156.86891448615768,-0.06838942122164911,0.7399213071751237,[8.67544]
69,[74],[0.36599],[9.32],-1.8198956730333893,159.39002521237254,-0.13790249814371172,0.5109468511652167,[-0.89515]
70,[71],[10.52512],[15.85],-1.8614142503879618,163.9384537387864,-0.25281603837882477,0.23329804168854157,[5.51719]
71,[44],[13.19921],[10.49],-1.8156123737530083,168.32102282098293,-0.270309709963362,0.212233360379026,[7.43778]
72,[49],[11.22362],[16.68],-1.8722071980047668,175.93656351987204,-0.31162276524899496,0.15801976698588785,[8.15906]
73,[73],[21.31572],[17.25],-1.8277126510965438,181.35934430084117,-0.32860210082019525,0.1458397006056809,[10.48828]
74,[42],[11.6379],[16.17],-1.8115873818774735,189.0304254047864,-0.3264605797319853,0.16007824687013228,[11.34237]
75,[57],[6.94538],[0.],-0.7677249300847688,125.08469691315318,0.088242342536309,0.7194240624922359,[-5.52702]
76,[45],[10.11891],[14.06],-1.0903994756941384,125.90871476006613,-0.1656088635914461,0.5113508221990775,[6.44739]
77,[40],[14.1555],[20.7],-1.1211874906161206,134.44295351579407,-0.25729857515632504,0.31877349510956926,[8.86314]
78,[67],[14.86681],[19.15],-1.2930404971853058,152.0101250916645,-0.32647797160995223,0.21714847953790598,[10.57008]
79,[66],[16.73671],[30.36],-1.3426263319357683,164.45782838299522,-0.3602143179349917,0.18721058864489631,[15.18705]
