train_size,picked_idx,mu_pred,y_true,r2,mse,pear,p_val,acq_val
20,[74],[3.78428],[9.32],0.27168537994973785,57.60154247605073,0.5390317783782016,7.242516670041508e-07,[-7.90623]
21,[25],[2.89925],[0.],0.22253400702367343,62.30585795478684,0.5093330559131011,4.187651683918065e-06,[-7.14514]
22,[86],[0.70184],[12.67],0.17945574983150547,65.97429214110853,0.4795190695670214,2.028213406679621e-05,[-9.40014]
23,[77],[3.95082],[0.],0.3257200313802322,54.75638240904762,0.5969409976524004,3.9197268577909433e-08,[-7.07715]
24,[16],[2.12794],[0.],-0.19133873573051607,97.07498728823248,0.43980331661368416,0.0001392564557422737,[-6.69128]
25,[60],[4.94403],[26.45],0.16414264021606684,68.3252856308768,0.47243138311506744,4.1567086292382084e-05,[-6.57678]
26,[23],[-1.68418],[0.],0.29244580934221187,55.10724758315861,0.574905049961739,2.93929466505483e-07,[-7.11189]
27,[15],[-1.07033],[0.],0.28568708788873853,55.81184428261689,0.5689221361948894,5.084148543218731e-07,[-6.76238]
28,[76],[5.11049],[0.],0.268549832158966,57.318301206332464,0.5565858679739238,1.2174302112721754e-06,[-5.25344]
29,[79],[6.88513],[0.],0.26490807949717765,57.755221254640304,0.5568420266878285,1.4565079659118313e-06,[-5.42838]
30,[40],[3.5251],[20.7],-0.4250396690514675,112.22128106424347,0.40038436567827884,0.0010445485246964746,[-7.0709]
31,[57],[7.29728],[0.],-0.34837925773132783,104.49885618002412,0.4796689815106212,6.957308776007711e-05,[-5.99164]
32,[12],[2.29438],[0.],-0.3487998167229529,104.78459554513776,0.47715929506907445,8.811895219509607e-05,[-5.47087]
33,[41],[1.39421],[11.09],-0.3646736131437873,106.23400008286936,0.46930724923251,0.00013599711873995326,[-5.5354]
34,[13],[0.761],[0.],-0.4289498159945706,112.90512342788631,0.4055762963651117,0.0013050442129106093,[-3.91617]
35,[87],[7.39946],[12.02],-0.4428240803081196,114.23326889063603,0.3954702850468014,0.0019344649605301091,[-2.7927]
36,[14],[-0.05108],[0.],-0.4461503480212421,116.139943249581,0.3985630791442772,0.0019431419467682628,[-2.0532]
37,[67],[8.55136],[19.15],-0.4599269518618503,117.4876776194016,0.38707271099373364,0.0029348261476436696,[-1.55047]
38,[8],[-0.39075],[0.],-0.4590512670530067,116.50204153121526,0.41332292588509795,0.0015447705074777187,[-1.45557]
39,[9],[0.20802],[0.],-0.49572317724507364,119.69291590869632,0.3944779058505545,0.002880492749349221,[-1.24583]
40,[2],[0.0187],[0.],-0.5063285217187943,120.74344195360173,0.38207961101853655,0.004357609220521381,[-0.67735]
41,[47],[0.02193],[0.],-0.5240675824010612,122.29830941481411,0.3656589229981459,0.00709187217611423,[-0.65886]
42,[21],[0.40976],[0.],-0.5443666637456883,123.98082337697626,0.34751478665477264,0.011594122162818264,[-0.63493]
43,[89],[9.17263],[16.74],-0.6383541434158568,131.48637948476497,0.3178925156904662,0.023011278578246565,[-0.57342]
44,[4],[-0.04866],[0.],-0.6169179740944808,130.4443989374581,0.3397743953175675,0.01577402916160463,[-0.39232]
