train_size,picked_idx,mu_pred,y_true,r2,mse,pear,p_val,acq_val
45,[75],[1.67704],[3.92],-0.6678165311190265,134.50562511975042,0.3128597140543278,0.02861479067476607,[-0.3504]
46,[26],[0.00466],[0.],-0.6445495643135588,134.43667624415684,0.3062230029809521,0.03427709883775736,[-0.2899]
47,[20],[-0.00379],[0.],-0.6839632084036291,137.45258621937825,0.2779885188695173,0.05849707912923817,[-0.23676]
48,[6],[-0.00636],[0.],-0.7381179562868507,141.50729374443904,0.243917776563238,0.1023466361656658,[-0.11236]
49,[24],[-0.00725],[0.],-0.7962588808907338,145.68413810827198,0.20383926891445953,0.1792501965035709,[-0.08338]
50,[22],[-0.00315],[0.],-0.914177774314626,154.43913542313751,0.15092622264315583,0.32811036510191405,[-0.03748]
51,[17],[-4.53847e-05],[0.],-1.0125971519075438,161.27289988051695,0.0934021633156211,0.5513518299336015,[-0.02647]
52,[1],[0.00253],[0.],-1.0679226550591268,164.2701521171212,0.03058533273764092,0.847523974679788,[-0.01009]
53,[93],[8.64219],[0.],-1.1322605879670782,167.55071498208875,-0.05035907300605633,0.7545224090788064,[2.71557]
54,[85],[12.51706],[0.],-1.1665067481396898,167.97865985461664,-0.08762422115885463,0.5908207432461586,[2.72584]
55,[49],[12.82371],[16.68],-1.0470480525418515,156.1445757707519,-0.043860856172269036,0.7909118823228696,[2.33165]
56,[84],[9.36879],[0.],-1.0622505429881612,159.88632701396708,-0.021633165255231318,0.8974241417486684,[3.14485]
57,[42],[10.38233],[16.17],-0.9371865828605161,147.4403584194741,0.009918791932011428,0.9535381789610683,[3.00087]
58,[71],[8.53334],[15.85],-1.0159937195097863,156.47584123687938,-0.004760000164852313,0.9780193197989723,[3.45153]
59,[68],[13.23982],[19.27],-0.9907560085135059,157.7882010676809,0.021205754573331334,0.9037605945586,[4.04293]
60,[92],[8.58668],[0.],-1.0125619458858042,160.34012916104618,0.0623614665106616,0.7260634207755126,[6.94616]
61,[19],[13.99035],[0.],-0.9086088588268222,149.3660152243271,0.0685046126583398,0.7048358430573514,[3.9915]
62,[43],[9.78316],[14.91],-0.9200457695028952,146.91011800145122,0.034748164359228555,0.8502483503036699,[7.58465]
63,[83],[15.07455],[0.],-0.8030548176026588,141.81322884617597,0.15037192452936105,0.41941510669564996,[6.02642]
64,[82],[2.80174],[0.],-0.3710111706086423,105.00814162743838,0.38598169787811165,0.03514396707220219,[-0.68181]
65,[72],[3.67534],[0.],-0.3288278479045261,98.40738785007426,0.3870970250653207,0.03802834918720367,[-0.96028]
66,[69],[-0.07178],[0.],-0.3701963027527171,97.2232145548294,0.34041610281693063,0.07630169311503805,[-0.96659]
67,[35],[11.97551],[0.],-0.5214603611925666,102.21875461957735,0.20639323102491028,0.30166100948720437,[7.33383]
68,[34],[2.43445],[0.],-0.14160080340619463,71.47829133118472,0.4099774254193307,0.03751505761097443,[-5.23622]
69,[33],[2.31788],[13.18],-0.2983405633682539,74.10778242232398,0.30986218703692453,0.131714499122639,[-2.4728]
70,[56],[13.30706],[12.15],-0.767904828230064,104.98953981562454,0.021919914832547453,0.9190230210171809,[5.85176]
71,[45],[12.64446],[14.06],-0.771869084793086,109.35239443116562,0.004853963368595749,0.9824633926623174,[7.18343]
72,[32],[16.20893],[10.07],-0.7882243639599029,115.35230922512886,-0.007218729540493845,0.9745655990038146,[7.72551]
73,[31],[12.00262],[4.97],-0.4304286167478648,95.1774726637746,0.21189142866832625,0.3564860651712458,[7.11259]
74,[30],[7.06289],[0.],-0.1980518111452938,77.5557869522939,0.3489942116541292,0.13151897782111796,[2.06659]
75,[29],[5.94001],[0.],-0.06750581886098117,58.80872759891706,0.41937605354746127,0.07387784527746215,[1.45214]
76,[38],[16.59096],[13.98],-0.1563014429500975,49.53859046877863,0.3478404305676184,0.1572322083990767,[7.0916]
77,[37],[12.94376],[13.22],-0.15870064694318908,51.87930994389202,0.3415335298269638,0.17969848793703663,[7.24792]
78,[46],[15.89927],[13.58],-0.18553819607609134,55.12919883783677,0.31363001723422146,0.2368496366671585,[9.24219]
79,[70],[10.20339],[17.25],-0.2006017230503756,58.248916124262514,0.29550641647873366,0.28492723640338735,[9.65098]
80,[58],[12.80021],[16.88],0.08939840511778907,47.31760600642179,0.38847717752741384,0.16985434324931545,[3.91908]
81,[28],[10.23478],[0.],0.11815969897868983,49.28848078940632,0.41893743353029855,0.15419936720919994,[7.0929]
82,[66],[11.11233],[30.36],-1.6223453979259075,83.34073541753175,-0.29059398304368816,0.35950806803172947,[-0.30003]
