train_size,picked_idx,mu_pred,y_true,r2,mse,pear,p_val,acq_val
55,[76],[-0.81715],[0.],0.19861636193535315,61.00336028842806,0.5803092495611872,0.00010774388561152056,[-6.73706]
56,[57],[4.92108],[0.],0.15202731604341868,62.30947682831127,0.5466690520162851,0.0003836825962793341,[-5.70911]
57,[79],[0.38149],[0.],0.12337026915454974,61.74788015697282,0.5323137877315552,0.0006957774274224881,[-1.50995]
58,[33],[0.60057],[13.18],0.0627724778042974,62.7370073721611,0.4956446189831273,0.0021131355374583586,[-0.97623]
59,[86],[6.86639],[12.67],0.13657185418192552,59.42150870971627,0.5046576543897882,0.001991017620717283,[-3.7335]
60,[75],[2.22443],[3.92],0.15460508212271729,59.82880486025559,0.510154986482575,0.00205385147268547,[-1.78792]
61,[92],[4.80533],[0.],0.14385698670156932,59.55495535312888,0.4967042057702149,0.0032786890849657575,[-4.98944]
62,[70],[1.77072],[17.25],-0.8670443735644371,121.11362163768896,0.45664584315742107,0.008609635619961333,[-8.28373]
63,[78],[0.86665],[0.],0.03040286843076312,64.77007493624984,0.43709568690272105,0.013942490181479883,[0.66425]
64,[77],[0.01885],[0.],-0.05599015690382125,64.7280154838441,0.3712123983575037,0.04342151607799746,[-0.0535]
65,[88],[10.77473],[15.48],-0.18564344042266523,65.04416680622597,0.2550091423181442,0.1818576244698824,[2.23793]
66,[35],[5.63227],[0.],-0.14641467301781863,65.12606914553956,0.2709393508623813,0.16314954904160126,[2.6171]
67,[52],[12.06522],[21.93],-0.3444875918534791,65.92993386587507,0.1325923381343569,0.509709918490256,[2.48577]
68,[38],[10.36062],[13.98],-0.3069979823461424,65.08941673954028,0.16817636623583532,0.41151327566927864,[4.70807]
69,[40],[13.447],[20.7],-0.30655741374614265,67.34535504770943,0.15078844046781834,0.4718495698440234,[7.28296]
70,[73],[17.48081],[17.25],-0.4229128642625617,75.32091619341239,0.09863439692424131,0.6465692798447942,[7.56943]
71,[43],[13.85352],[14.91],-0.4223246881467164,78.51078807316189,0.1027967213830246,0.6406837955148752,[7.99421]
72,[54],[16.14803],[17.36],-0.4370704753731267,82.79672636400645,0.08425000404459233,0.7093235934628108,[10.19174]
73,[44],[14.70485],[10.49],-0.4164815225036633,85.42783295703612,0.1108142340636015,0.6325100778308745,[10.63757]
74,[42],[13.07831],[16.17],-0.508732150753652,92.84354249180166,0.01824134645753416,0.9391558024453427,[11.08738]
75,[55],[15.59388],[19.15],-0.3111767302472648,84.9185941132621,0.17481004460234778,0.47412095466135584,[11.49074]
76,[46],[16.98425],[13.58],-0.28675244960352364,87.4915783078993,0.2335157819032008,0.3510358724380887,[12.03557]
77,[47],[20.52118],[0.],-0.27016281128920117,90.76849348607865,0.2338303854798808,0.36637449137945316,[13.12171]
78,[48],[0.0015],[0.],0.28865575957954337,40.87889032079758,0.6319339379913442,0.008635140557899898,[-0.18285]
79,[51],[17.67112],[10.32],-0.11573550222227258,43.491915347314155,0.3120637352705421,0.2574941711385486,[8.97321]
80,[50],[12.60539],[10.43],-0.061788202177773144,38.368011927821485,0.3671700273676253,0.19655895181029107,[7.53299]
81,[68],[15.80121],[19.27],-0.2527587628521841,40.19615554246683,0.22892460799177652,0.45186515826005075,[15.18218]
82,[53],[20.53901],[23.86],-0.19056494914196387,41.28947618430785,0.2234909492808879,0.4850234507682556,[13.29149]
83,[71],[17.18943],[15.85],-0.20414563163588473,44.031324563381084,0.25284479820816164,0.45317359558270487,[16.00275]
84,[66],[17.32935],[30.36],-0.282084468429449,49.186062910315094,0.15699798254938616,0.6649075224624656,[17.16451]
