train_size,picked_idx,mu_pred,y_true,r2,mse,pear,p_val,acq_val
41,[21],[0.59333],[0.],0.22451407993564831,69.01778562482474,0.5373794281048984,3.338788012119662e-05,[-6.37672]
42,[69],[0.87822],[0.],0.45077423614582357,48.784187134267356,0.6866460727889188,1.9103223548666413e-08,[-3.36374]
43,[10],[-0.04093],[0.],0.4459133754954111,49.07287656451514,0.6848005831752981,2.9899618629107543e-08,[-3.40375]
44,[76],[0.27323],[0.],0.42396344149888954,50.815192565710966,0.6714038569281352,9.46018911699802e-08,[-1.62427]
45,[71],[7.2697],[15.85],0.39223223138214236,53.33918484844435,0.6532633778853228,3.6167091518726794e-07,[-2.1704]
46,[34],[1.23352],[0.],0.4057115732428862,52.89627073849317,0.6610485423093528,3.154522890480149e-07,[-2.27541]
47,[9],[-0.00512],[0.],0.3862536848697735,54.31880883131897,0.6490642136688146,8.020310236044325e-07,[-1.31591]
48,[25],[0.2477],[0.],0.36208915404117403,56.053983116399884,0.6339053429497533,2.2524898091147723e-06,[-1.32322]
49,[72],[0.57517],[0.],0.3402764926574341,57.45824538704828,0.6198653640459674,5.604069684442997e-06,[-1.28888]
50,[2],[0.00799],[0.],0.3105574083431418,59.39926333530584,0.6037314536101056,1.434192565952871e-05,[-0.74977]
51,[26],[0.02168],[0.],0.28961026184743266,60.40726455021423,0.5891666952080294,3.231812491956148e-05,[-0.70922]
52,[16],[0.03259],[0.],0.2587102176522994,62.05092213843919,0.5692202892489986,8.360343290598671e-05,[-0.62237]
53,[33],[0.72966],[13.18],0.21607556996814814,64.39718509357243,0.5430169031405525,0.0002441028268015762,[-0.52923]
54,[92],[2.93786],[0.],0.025678766704582134,82.01928062999681,0.6438485271735214,7.389563269659781e-06,[-6.99099]
55,[43],[3.95933],[14.91],-0.019993582853931935,84.02307399998512,0.6398719167439317,1.1545113539595185e-05,[-6.68257]
56,[93],[2.99485],[0.],0.239778357485252,64.16166632494443,0.5762259542987667,0.0001531399118296034,[-7.62782]
57,[87],[4.42906],[12.02],0.2009522675545211,65.77898785276025,0.5593592510941887,0.00031934935651221913,[-6.91935]
58,[89],[5.12903],[16.74],0.22367510424843917,65.667675876892,0.5645221787293987,0.0003352253846654178,[-6.17668]
59,[18],[1.54596],[0.],0.27303878267399273,62.93272553923176,0.5845860454515389,0.00022631054809042392,[-5.79844]
60,[86],[5.98807],[12.67],0.23217123924103544,64.62730882356252,0.5615225345381761,0.0005496475777329655,[-5.27686]
61,[14],[0.27445],[0.],0.4253262935963258,49.831129015565786,0.675233730448287,1.6265512043025894e-05,[-3.988]
62,[88],[7.21119],[15.48],0.19871947076698349,67.17099111911887,0.5309238643721216,0.0017700026462884747,[-2.41676]
63,[11],[-0.15542],[0.],0.22369673201001705,67.08356349798004,0.5403149330337323,0.0017025412429592694,[-1.68282]
64,[53],[7.39051],[23.86],0.24286664026356042,62.83841282938216,0.6837039282206109,3.114662359575532e-05,[-3.86968]
65,[67],[5.30165],[19.15],0.45924995235991695,44.54211947362596,0.7482351024593255,3.059294103682124e-06,[-3.92152]
66,[8],[-0.07964],[0.],0.324593616971968,56.86052503972972,0.5887662641212275,0.0009808763560827714,[-0.8678]
67,[20],[-0.00231],[0.],0.2632765160182764,59.211160888239654,0.541302433855044,0.0035479422827148772,[-0.37259]
68,[30],[2.19526],[0.],0.18871515439493036,61.42017271037136,0.47878102959808266,0.013344736572480942,[-0.26102]
69,[24],[-0.00301],[0.],0.09067547809179477,63.675750232936025,0.399442850259172,0.04790700046882817,[-0.10712]
70,[22],[-0.00376],[0.],-0.05106627350259929,66.33676832491,0.25759682366187825,0.22427755113780343,[-0.06803]
71,[38],[10.27796],[13.98],-0.2657685475201459,69.2493741263577,-0.024086968436489564,0.9131307300637259,[1.4545]
72,[51],[11.0084],[10.32],-0.25530862431519563,71.46164706974739,-0.048786839475425704,0.8292986723738831,[5.0708]
73,[73],[16.60923],[17.25],-0.2969139530600924,74.9024083958883,-0.11453681035665204,0.621047595455986,[7.84779]
74,[46],[14.15995],[13.58],-0.2973240960097021,78.6559202480471,-0.11508976798112028,0.6289772146794192,[8.7355]
75,[45],[14.33718],[14.06],-0.30835746695506305,82.77902598780042,-0.12772971486108778,0.6022930639880999,[9.2762]
76,[61],[11.63783],[15.29],-0.31654267054975627,87.302033479793,-0.13941408998711216,0.5811354452995896,[9.40542]
77,[44],[14.51952],[10.49],-0.24321481662245215,87.04710616236831,-0.16815934776808344,0.5188320242996445,[10.22167]
78,[37],[15.17533],[13.22],-0.28193007720565477,91.57913327748179,-0.225048319564812,0.4020302867660966,[11.14607]
79,[42],[12.92467],[16.17],-0.3016446758595992,97.4286396871887,-0.24981900035883342,0.36920455572401534,[11.64361]
80,[55],[17.08445],[19.15],-0.3439660842297574,107.48508915090555,-0.3348263878041654,0.2419334934936628,[12.4102]
81,[63],[14.13837],[24.95],-0.34266091839781354,115.49109537450069,-0.3329488954283542,0.2663089462993263,[13.53178]
82,[66],[12.05922],[30.36],-0.1948627282524722,105.9826179975434,-0.10793288702468133,0.7384666228551924,[1.36349]
