sample_size,pred_ind,best_pred_result,y_true,r2,mse,pearson,p_value,ndcg,acq_value
20.0,50.0,10.271078109741211,10.43,0.2878846342804301,57.775182611267596,0.6716827697109791,5.725825552666356e-11,0.532608695652174,-17.199708938598633
21.0,82.0,6.3318586349487305,0.0,0.37541925920283936,51.327210410342694,0.7267825905046673,3.358896541082494e-13,0.0,-13.205144882202148
22.0,60.0,9.706089973449707,26.45,0.45566844447710464,44.83261959012888,0.7682602249399573,3.368015345795536e-15,0.4173254281949934,-16.261289596557617
23.0,90.0,15.897109985351562,20.26,0.6157248734595728,30.29953828587931,0.7908444554407874,2.3224677336659385e-16,0.6770421607378129,-24.013111114501953
24.0,52.0,12.736703872680664,21.93,0.5285644832486076,36.69378598771948,0.7552679187185988,4.2130675933362216e-14,0.6770421607378129,-17.516613006591797
25.0,62.0,22.134769439697266,25.0,0.5863847706276861,31.468247825274126,0.7931730111572111,4.502591206165238e-16,0.5306324110671937,-27.715307235717773
26.0,91.0,15.50438404083252,16.11,0.5176340798277279,35.091355124406725,0.7696698287873536,1.7296105026375303e-14,0.5306324110671937,-19.802227020263672
27.0,81.0,15.779339790344238,23.13,0.5399960971693419,33.444382292243745,0.7593459293026735,9.5044807094264e-14,0.8218050065876152,-30.804241180419922
28.0,87.0,14.040847778320312,12.02,0.5374485719683932,32.366552090320205,0.7590076536316265,1.5305969959591047e-13,0.5681818181818182,-18.104408264160156
29.0,54.0,18.034719467163086,17.36,0.5465106808863083,32.049594800291295,0.7787288328011341,2.231067104645777e-14,0.8218050065876152,-28.206684112548828
30.0,61.0,20.953533172607422,15.29,0.5949691406045727,28.386369918426418,0.7824996127259691,2.2360639424074814e-14,0.8218050065876152,-27.69654083251953
31.0,55.0,14.4313383102417,19.15,0.5542257057907208,31.228068219671922,0.7491879109609986,1.6379822804467775e-12,0.8218050065876152,-18.294580459594727
32.0,92.0,8.613349914550781,0.0,0.5534435451279986,30.65950695588323,0.7759397935806404,1.2897332092658652e-13,0.8218050065876152,-21.7954158782959
33.0,63.0,18.138980865478516,24.95,0.5524399000150526,30.913637763608804,0.7623722389417297,9.470270643918951e-13,0.8218050065876152,-23.021812438964844
34.0,59.0,16.85160255432129,17.51,0.5299936568602002,30.335886721379758,0.7643153577095587,1.1978054476833833e-12,0.5513833992094861,-22.228578567504883
35.0,73.0,15.202596664428711,17.25,0.5792995911461203,26.708583981085933,0.7616965072791881,2.4682610377452623e-12,0.6818181818181818,-18.680442810058594
36.0,78.0,11.674674987792969,0.0,0.4493813633337388,34.36901985019128,0.7263751201763594,1.092486115305541e-10,0.5513833992094861,-25.11178970336914
37.0,45.0,13.952641487121582,14.06,0.4222807329438596,36.327314015450455,0.6795891960757294,6.153049270956543e-09,0.40019762845849804,-21.778179168701172
38.0,67.0,17.139888763427734,19.15,0.40992358013170715,37.08071154423864,0.677049373442254,1.0087571665003413e-08,0.40019762845849804,-21.072031021118164
39.0,64.0,17.76895523071289,20.7,0.42255243279326904,35.07532787747662,0.6748361142508065,1.6052355257618372e-08,0.5513833992094861,-25.302867889404297
40.0,89.0,17.91062355041504,16.74,0.42261129333515035,33.26363917525233,0.6922980713231854,6.683283384732245e-09,0.40019762845849804,-23.099300384521484
41.0,51.0,16.88037109375,10.32,0.4821466660333664,29.11640436013099,0.7156813170840953,1.7138972667594863e-09,1.0,-23.49078369140625
42.0,66.0,17.828561782836914,30.36,0.516604960206386,27.45188260302169,0.7333654355011737,6.28369020425194e-10,0.40019762845849804,-19.96575164794922
