sample_size,pred_ind,best_pred_result,y_true,r2,mse,pearson,p_value,ndcg,acq_value
20,[64],[12.90974],[20.7],0.5081263456124614,39.42319529545409,0.7788764449227215,3.0809035344417093e-16,0.6818181818181818,[-23.21199]
21,[91],[18.56616],[16.11],0.6054192982096789,31.202107549891043,0.7963742943859452,3.6723277859493397e-17,0.8473320158102767,[-25.19791]
22,[62],[16.1294],[25.],0.5289627688932013,37.33199421849647,0.748970120658594,3.8596339971039645e-14,0.8234519104084321,[-18.07219]
23,[81],[17.35816],[23.13],0.6221860246031318,28.790130083061015,0.8031182337355929,3.5956844379979e-17,0.8712121212121212,[-30.53981]
24,[73],[16.09762],[17.25],0.5548386248296768,32.86584806659946,0.7493655301277364,8.511414920181568e-14,0.5036231884057971,[-23.5955]
25,[60],[19.39352],[26.45],0.6078112586031577,28.821143393341586,0.7994094326384852,1.8000412635667834e-16,0.8712121212121212,[-24.02447]
26,[78],[13.09304],[0.],0.5518179546706704,30.970642800477236,0.7600290775629138,5.65624262164158e-14,0.5036231884057971,[-26.17025]
27,[61],[19.33171],[15.29],0.605068485990316,27.402560480762872,0.8116320709505946,8.056711434570133e-17,0.5036231884057971,[-22.0033]
28,[59],[15.14629],[17.51],0.5731971425507647,29.626067053066475,0.7722707547907832,3.1289629835829124e-14,0.5681818181818182,[-21.83217]
29,[90],[14.7654],[20.26],0.5654786925844932,29.877682382774857,0.7633987187222976,1.4279481054180602e-13,0.8173583662714097,[-20.3206]
30,[28],[14.8006],[0.],0.48611291464294015,34.42042434654389,0.7084497536412575,5.8072312790629566e-11,0.5559947299077733,[-24.42214]
31,[33],[9.42344],[13.18],0.6815592732924617,21.441482287376132,0.848281337625189,1.7156313455460427e-18,0.8173583662714097,[-20.25542]
32,[48],[14.01233],[0.],0.5938828884364936,27.51045111729113,0.7737526169539802,1.667909122728129e-13,0.8173583662714097,[-22.88077]
33,[87],[17.39284],[12.02],0.6765531762721677,22.031795536863793,0.8398208569986304,2.718405899866625e-17,0.39591567852437415,[-20.84621]
34,[66],[15.54577],[30.36],0.6973536733896004,20.81614961876443,0.8725799767965864,1.0665275103507282e-19,0.8173583662714097,[-18.15536]
