sample_size,pred_ind,best_pred_result,y_true,r2,mse,pearson,p_value,ndcg,acq_value
20.0,60.0,6.111982822418213,26.45,0.09280537057906624,75.68260641274702,0.7431487511605349,3.4090480191388244e-14,0.5220685111989459,8.962319775207561e-10
21.0,62.0,13.496347427368164,25.0,0.5999642884276735,32.04200966474931,0.8436978210351447,7.31075708999535e-21,0.8234519104084321,0.07048595696687698
22.0,59.0,14.188191413879395,17.51,0.2990813709936272,54.156939091941915,0.5872151851642442,5.899564043141846e-08,0.0,0.5752179026603699
23.0,80.0,12.345687866210938,24.6,0.38637138833828943,47.292632618919114,0.6319097415308059,3.4273359460105524e-09,0.0,0.3038845956325531
24.0,83.0,9.5322847366333,0.0,0.5481673100804992,33.493889509361324,0.7413252726928103,2.151217786654419e-13,0.8218050065876152,0.047029875218868256
25.0,78.0,17.47679901123047,0.0,0.5977091127487005,29.906689223045284,0.7810017624367475,2.4700650097963327e-15,0.8218050065876152,0.2963792085647583
26.0,91.0,18.60685920715332,16.11,0.604887106383638,29.449125827530914,0.7884077982974468,1.4549558938400777e-15,0.8218050065876152,0.033841323107481
27.0,63.0,20.635334014892578,24.95,0.616822450662641,28.593005815791372,0.8221515536108533,1.483983350085053e-17,0.8218050065876152,0.7311926484107971
28.0,46.0,13.041238784790039,13.58,0.6339145473732564,26.067779633888733,0.8111454413995544,1.4972092234143188e-16,0.5036231884057971,0.013010191731154919
29.0,61.0,19.827930450439453,15.29,0.6983123089846315,21.63852821646611,0.8488332655175375,4.2591114820215913e-19,0.5036231884057971,0.010747400112450123
30.0,65.0,17.19353485107422,16.91,0.6659989326984403,24.001141867606407,0.8366064570125685,7.471174797959078e-18,0.8173583662714097,0.00471090991050005
31.0,90.0,9.281302452087402,20.26,0.6146120100345829,27.557510440021066,0.8283342221748577,5.45429742776822e-17,0.8173583662714097,0.0012537556467577815
32.0,87.0,17.349584579467773,12.02,0.6713216744073542,22.952979759446354,0.8293883809076943,8.291030842323733e-17,0.39591567852437415,0.0011491065379232168
33.0,48.0,9.014577865600586,0.0,0.6515934173062917,24.57850861129209,0.8219546878574121,4.709550730559633e-16,0.8173583662714097,0.004259765613824129
34.0,28.0,8.13730525970459,0.0,0.6440737254885202,25.24567437861181,0.8378079469521775,7.042839416695024e-17,0.8173583662714097,0.0017323176143690944
35.0,88.0,11.933748245239258,15.48,0.6951933529969383,21.732487476003598,0.8612632945150013,2.1203707275970135e-18,0.8173583662714097,5.238946869212668e-06
36.0,70.0,12.196741104125977,17.25,0.6344381105327555,26.05991257400327,0.8384547392080267,2.1688949520043124e-16,0.8173583662714097,0.0035565942525863647
37.0,32.0,13.287580490112305,10.07,0.6895489079465748,21.92834980561179,0.8376798726444866,4.530908147319988e-16,0.8173583662714097,0.0015221653738990426
38.0,3.0,6.890262603759766,0.0,0.6521441408588321,24.939082027597063,0.8455386360944265,2.4379191064892197e-16,0.8173583662714097,0.006540169008076191
39.0,79.0,6.806632995605469,0.0,0.672618546823747,23.627375276987276,0.8270594636785811,7.200314100587344e-15,0.8173583662714097,0.0008242457988671958
40.0,73.0,12.25620174407959,17.25,0.6544522068840738,25.098632651625035,0.8583402752106217,1.0839868265462676e-16,0.8173583662714097,0.0007891288259997964
41.0,89.0,12.45372200012207,16.74,0.6692200474650196,23.801942418032073,0.8456922226816715,1.6090090076290486e-15,0.8173583662714097,0.0007564856787212193
42.0,29.0,4.7331862449646,0.0,0.692477836013688,21.950482655363956,0.8457906470085761,2.9997519568151223e-15,0.5559947299077733,0.0018289483850821853
43.0,69.0,3.5105159282684326,0.0,0.6899242125788274,22.301429456828316,0.8572324330353579,9.866269342481994e-16,0.5559947299077733,4.909432755084708e-05
44.0,58.0,15.049962043762207,16.88,0.7212346889831175,20.197476476635995,0.8772974650295025,6.465861623667757e-17,0.8173583662714097,0.02253437601029873
45.0,38.0,10.298357009887695,13.98,0.7198193140939746,20.12189525602881,0.8619219166036874,1.82861463391621e-15,0.8173583662714097,0.00028971987194381654
46.0,66.0,16.433719635009766,30.36,0.7054424194604808,21.253746789728783,0.8658612001385689,1.9577489264670222e-15,0.8173583662714097,0.003934816922992468
